ID	Changed	Total_AP	Changes	Original	Generated
BASIC5000_0038	3	5	]@8(owa]ru)=同じ | ]@1(ka]re)→]@3(are]no) | 平板→]@6(iki]o) | ]@8(ase]ru)→]@4(aga]wa) | ]@3(ono]da)=同じ	^-gy-o-[-o-g-i-n-o-w-a-]-r-u-s-a-w-a-_-k-a-]-r-e-n-o-#-ry-o-[-o-sh-i-k-i-o-#-u-[-t-a-g-a-w-a-s-e-]-r-u-#-m-o-[-n-o-]-d-a-$	^-gy-o-[-o-g-i-n-o-w-a-]-r-u-s-a-w-a-_-k-a-[-r-e-]-n-o-#-ry-o-[-o-sh-i-k-i-]-o-#-u-[-t-a-g-a-]-w-a-s-e-r-u-#-m-o-[-n-o-]-d-a-$
BASIC5000_0039	6	6	平板→]@3(ucho]on) | 平板→]@3(ugo]og) | ]@1(wa]ru)→]@7(una]clt) | ]@6(clta]no)→]@3(ima]clt) | 平板→]@5(ika]in) | 平板→]@7(ina]osh)	^-b-u-[-ch-o-o-n-o-#-ts-u-[-g-o-o-g-a-#-w-a-]-r-u-k-u-n-a-cl-t-e-#-sh-i-[-m-a-cl-t-a-]-n-o-d-e-_-n-o-[-m-i-k-a-i-n-o-n-i-cl-t-e-e-w-a-_-sh-i-[-k-i-r-i-n-a-o-sh-i-d-a-n-e-$	^-b-u-[-ch-o-]-o-n-o-#-ts-u-[-g-o-]-o-g-a-#-w-a-[-r-u-k-u-n-a-]-cl-t-e-#-sh-i-[-m-a-]-cl-t-a-n-o-d-e-_-n-o-[-m-i-k-a-]-i-n-o-n-i-cl-t-e-e-w-a-_-sh-i-[-k-i-r-i-n-a-]-o-sh-i-d-a-n-e-$
BASIC5000_0040	4	4	]@1(he]bi)→]@3(ebi]o) | ]@1(mi]ta)→]@3(ita]to) | ]@1(ka]re)→]@3(are]wa) | 平板→]@5(eio]ag)	^-h-e-]-b-i-o-#-m-i-]-t-a-t-o-k-i-_-k-a-]-r-e-w-a-#-h-i-[-m-e-i-o-a-g-e-t-a-$	^-h-e-[-b-i-]-o-#-m-i-[-t-a-]-t-o-k-i-_-k-a-[-r-e-]-w-a-#-h-i-[-m-e-i-o-]-a-g-e-t-a-$
BASIC5000_0041	3	5	平板→]@3(iga]is) | ]@3(ifu]ga)→]@5(uga]No) | ]@6(oko]su)→]@4(kio]ko) | ]@3(oto]ga)=同じ | ]@0(a]ru)=同じ	^-sh-i-[-g-a-i-s-e-N-w-a-_-h-i-[-f-u-]-g-a-N-o-#-h-i-[-k-i-o-k-o-]-s-u-#-k-o-[-t-o-]-g-a-#-a-]-r-u-$	^-sh-i-[-g-a-]-i-s-e-N-w-a-_-h-i-[-f-u-g-a-]-N-o-#-h-i-[-k-i-o-]-k-o-s-u-#-k-o-[-t-o-]-g-a-#-a-]-r-u-$
BASIC5000_0042	3	4	]@5(atsu]ku)=同じ | ]@5(eba]wa)→]@3(ige]ba) | 平板→]@5(oni]mo) | ]@1(na]ka)→]@3(aka]clt)	^-k-i-[-g-a-ts-u-]-k-u-t-o-_-n-i-[-g-e-b-a-]-w-a-#-d-o-[-k-o-n-i-m-o-#-n-a-]-k-a-cl-t-a-$	^-k-i-[-g-a-ts-u-]-k-u-t-o-_-n-i-[-g-e-]-b-a-w-a-#-d-o-[-k-o-n-i-]-m-o-#-n-a-[-k-a-]-cl-t-a-$
BASIC5000_0043	4	5	]@7(Nme]no)→]@4(Nba]Nm) | 平板→]@3(oshi]te) | ]@4(clto]mo)=同じ | ]@12(Nga]ew)→]@13(gae]wa) | ]@12(uko]to)→]@2(sai]nyu)	^-s-a-[-N-b-a-N-m-e-]-n-o-_-s-o-[-sh-i-t-e-#-m-o-[-cl-t-o-]-m-o-#-j-u-[-u-y-o-o-n-a-k-a-N-g-a-]-e-w-a-_-s-a-[-i-ny-u-u-t-o-y-u-u-k-o-]-t-o-d-e-a-r-u-$	^-s-a-[-N-b-a-]-N-m-e-n-o-_-s-o-[-sh-i-]-t-e-#-m-o-[-cl-t-o-]-m-o-#-j-u-[-u-y-o-o-n-a-k-a-N-g-a-e-]-w-a-_-s-a-[-i-]-ny-u-u-t-o-y-u-u-k-o-t-o-d-e-a-r-u-$
BASIC5000_0044	2	3	平板→]@3(ibo]oy) | ]@2(omo]iw)=同じ | 平板→]@7(ini]mi)	^-k-i-[-b-o-o-y-a-y-u-m-e-n-o-#-o-[-m-o-]-i-w-a-_-z-e-[-cl-t-a-i-n-i-m-i-ts-u-k-a-r-a-n-a-i-$	^-k-i-[-b-o-]-o-y-a-y-u-m-e-n-o-#-o-[-m-o-]-i-w-a-_-z-e-[-cl-t-a-i-n-i-]-m-i-ts-u-k-a-r-a-n-a-i-$
BASIC5000_0045	3	4	]@8(nia]ru)→]@7(oni]ar) | 平板=同じ | ]@1(sa]iN)→]@2(sai]Ng) | ]@5(ema]su)→]@3(ome]ma)	^-z-e-[-N-p-o-o-n-i-a-]-r-u-_-a-[-n-o-#-s-a-]-i-N-g-a-#-y-o-[-m-e-m-a-]-s-u-k-a-?-$	^-z-e-[-N-p-o-o-n-i-]-a-r-u-_-a-[-n-o-#-s-a-[-i-]-N-g-a-#-y-o-[-m-e-]-m-a-s-u-k-a-?-$
BASIC5000_0046	5	8	]@5(azu]i)→]@3(ima]zu) | ]@9(noa]to)=同じ | ]@1(bi]ru)→]@3(iru]wa) | ]@1(ka]no)→]@5(ojo]no) | ]@1(te]o)=同じ | ]@1(to]clt)=同じ | ]@5(oka]ie)→]@6(kai]e) | ]@4(clpa]clt)→]@7(clte]icl)	^-k-i-[-m-a-z-u-]-i-#-ch-i-[-N-m-o-k-u-n-o-a-]-t-o-_-b-i-]-r-u-w-a-#-k-a-]-n-o-j-o-n-o-#-t-e-]-o-#-t-o-]-cl-t-e-_-u-[-e-n-o-k-a-]-i-e-#-h-i-[-cl-p-a-]-cl-t-e-i-cl-t-a-$	^-k-i-[-m-a-]-z-u-i-#-ch-i-[-N-m-o-k-u-n-o-a-]-t-o-_-b-i-[-r-u-]-w-a-#-k-a-[-n-o-j-o-]-n-o-#-t-e-]-o-#-t-o-]-cl-t-e-_-u-[-e-n-o-k-a-i-]-e-#-h-i-[-cl-p-a-cl-t-e-]-i-cl-t-a-$
BASIC5000_0047	2	4	]@10(odo]osh)=同じ | 平板→]@5(age]oy) | ]@3(uto]ni)=同じ | 平板→]@3(otsu]nyu)	^-k-o-[-o-z-a-N-r-o-o-d-o-]-o-sh-a-g-a-_-ch-i-[-N-a-g-e-o-y-o-o-ky-u-u-sh-i-t-e-_-s-u-[-t-o-]-n-i-#-t-o-[-ts-u-ny-u-u-sh-i-t-a-$	^-k-o-[-o-z-a-N-r-o-o-d-o-]-o-sh-a-g-a-_-ch-i-[-N-a-g-e-]-o-y-o-o-ky-u-u-sh-i-t-e-_-s-u-[-t-o-]-n-i-#-t-o-[-ts-u-]-ny-u-u-sh-i-t-a-$
BASIC5000_0048	3	6	]@7(owa]i)→]@5(oyo]wa) | ]@4(oko]ga)→]@2(oto]ko) | ]@1(bi]jo)→]@3(ijo]o) | ]@0(e]ta)=同じ | ]@5(eshi]ga)=同じ | ]@1(na]i)=同じ	^-k-i-[-n-o-y-o-w-a-]-i-#-o-[-t-o-k-o-]-g-a-_-b-i-]-j-o-o-#-e-]-t-a-#-t-a-[-m-e-sh-i-]-g-a-#-n-a-]-i-$	^-k-i-[-n-o-y-o-]-w-a-i-#-o-[-t-o-]-k-o-g-a-_-b-i-[-j-o-]-o-#-e-]-t-a-#-t-a-[-m-e-sh-i-]-g-a-#-n-a-]-i-$
BASIC5000_0049	6	7	]@8(oyo]i)→]@3(ima]en) | 平板=同じ | ]@3(ika]iw)→]@4(kai]wa) | 平板→]@2(oyo]so) | ]@5(uuo]ku)→]@7(oku]eN) | ]@6(Nji]gyo)→]@3(ize]Nj) | ]@1(ki]fu)→]@3(ifu]shi)	^-k-i-[-m-a-e-n-o-y-o-]-i-#-s-o-[-n-o-#-sh-i-[-k-a-]-i-w-a-_-o-[-y-o-s-o-#-n-i-[-j-u-u-o-]-k-u-e-N-o-_-j-i-[-z-e-N-j-i-]-gy-o-o-n-i-#-k-i-]-f-u-sh-i-t-a-$	^-k-i-[-m-a-]-e-n-o-y-o-i-#-s-o-[-n-o-#-sh-i-[-k-a-i-]-w-a-_-o-[-y-o-]-s-o-#-n-i-[-j-u-u-o-k-u-]-e-N-o-_-j-i-[-z-e-]-N-j-i-gy-o-o-n-i-#-k-i-[-f-u-]-sh-i-t-a-$
BASIC5000_0050	4	5	]@6(iro]og)→]@3(ini]ir) | ]@4(uma]ig)=同じ | 平板→]@3(imi]wa) | ]@4(ane]ba)→]@2(ika]ne) | ]@3(ara]na)→]@5(ana]i)	^-k-i-[-n-i-i-r-o-]-o-g-a-#-i-[-r-u-m-a-]-i-g-a-_-k-i-[-m-i-w-a-#-i-[-k-a-n-e-]-b-a-#-n-a-[-r-a-]-n-a-i-$	^-k-i-[-n-i-]-i-r-o-o-g-a-#-i-[-r-u-m-a-]-i-g-a-_-k-i-[-m-i-]-w-a-#-i-[-k-a-]-n-e-b-a-#-n-a-[-r-a-n-a-]-i-$
BASIC5000_0051	2	4	]@7(uka]at)=同じ | 平板→]@3(ooi]chi) | ]@10(uru]to)=同じ | ]@5(ima]su)→]@7(asu]ka)	^-m-i-[-n-i-s-u-k-a-]-a-t-o-g-a-#-m-o-[-o-i-ch-i-d-o-_-f-u-[-cl-k-a-ts-u-s-u-r-u-]-t-o-#-o-[-m-o-i-m-a-]-s-u-k-a-?-$	^-m-i-[-n-i-s-u-k-a-]-a-t-o-g-a-#-m-o-[-o-i-]-ch-i-d-o-_-f-u-[-cl-k-a-ts-u-s-u-r-u-]-t-o-#-o-[-m-o-i-m-a-s-u-]-k-a-?-$
BASIC5000_0052	4	6	平板→]@4(eka]ku) | ]@3(ate]ru)=同じ | ]@3(oto]to)=同じ | 平板→]@3(ore]o) | ]@13(oto]wa)→]@4(clko]os) | ]@5(umo]Nd)→]@8(Nda]id)	^-k-e-[-e-k-a-k-u-o-#-t-a-[-t-e-]-r-u-#-k-o-[-t-o-]-t-o-_-s-o-[-r-e-o-#-j-i-[-cl-k-o-o-s-u-r-u-k-o-t-o-]-w-a-_-b-e-[-ts-u-m-o-]-N-d-a-i-d-e-s-u-$	^-k-e-[-e-k-a-]-k-u-o-#-t-a-[-t-e-]-r-u-#-k-o-[-t-o-]-t-o-_-s-o-[-r-e-]-o-#-j-i-[-cl-k-o-]-o-s-u-r-u-k-o-t-o-w-a-_-b-e-[-ts-u-m-o-N-d-a-]-i-d-e-s-u-$
BASIC5000_0053	4	5	]@8(ure]an)→]@13(ishi]te) | ]@1(po]te)→]@3(ote]to) | ]@3(ito]tsu)=同じ | ]@1(tsu]ke)→]@3(uke]te) | ]@5(asa]i)→]@3(uda]sa)	^-m-i-[-d-i-a-m-u-r-e-]-a-n-i-sh-i-t-e-_-p-o-]-t-e-t-o-o-#-h-i-[-t-o-]-ts-u-_-ts-u-]-k-e-t-e-#-k-u-[-d-a-s-a-]-i-$	^-m-i-[-d-i-a-m-u-r-e-a-n-i-sh-i-]-t-e-_-p-o-[-t-e-]-t-o-o-#-h-i-[-t-o-]-ts-u-_-ts-u-[-k-e-]-t-e-#-k-u-[-d-a-]-s-a-i-$
BASIC5000_0054	3	4	]@9(oko]pi)→]@7(oto]ko) | ]@1(yo]oi)→]@3(ooi]ni) | ]@5(ake]ga)→]@3(iwa]ke) | 平板=同じ	^-g-e-[-N-k-o-o-t-o-k-o-]-p-i-i-w-a-_-y-o-]-o-i-n-i-#-m-i-[-w-a-k-e-]-g-a-#-ts-u-[-k-u-$	^-g-e-[-N-k-o-o-t-o-]-k-o-p-i-i-w-a-_-y-o-[-o-i-]-n-i-#-m-i-[-w-a-]-k-e-g-a-#-ts-u-[-k-u-$
BASIC5000_0055	6	8	]@3(itsu]ba)→]@5(uba]chi) | ]@7(osa]Np)→]@10(Npu]ru) | ]@1(su]ni)=同じ | ]@6(kae]ru)=同じ | ]@3(oto]ni)→]@7(iyo]clt) | ]@5(uryo]on)→]@3(oku]ryo) | ]@0(a]ri)→]@2(ari]ka) | 平板→]@4(tae]ru)	^-m-i-[-ts-u-]-b-a-ch-i-w-a-_-n-i-[-o-i-n-o-s-a-]-N-p-u-r-u-o-#-s-u-]-n-i-#-m-o-[-ch-i-k-a-e-]-r-u-#-k-o-[-t-o-]-n-i-y-o-cl-t-e-_-sh-o-[-k-u-ry-o-]-o-n-o-#-a-]-r-i-k-a-o-#-ts-u-[-t-a-e-r-u-$	^-m-i-[-ts-u-b-a-]-ch-i-w-a-_-n-i-[-o-i-n-o-s-a-N-p-u-]-r-u-o-#-s-u-]-n-i-#-m-o-[-ch-i-k-a-e-]-r-u-#-k-o-[-t-o-n-i-y-o-]-cl-t-e-_-sh-o-[-k-u-]-ry-o-o-n-o-#-a-[-r-i-]-k-a-o-#-ts-u-[-t-a-e-]-r-u-$
BASIC5000_0056	4	4	]@1(mi]clk)→]@4(clku]wa) | 平板→]@9(omo]o) | ]@1(ri]cha)→]@3(icha]ad) | ]@3(azu]ke)→]@5(uke]ta)	^-m-i-]-cl-k-u-w-a-_-s-o-[-n-o-k-o-d-o-m-o-o-#-r-i-]-ch-a-a-d-o-t-o-#-n-a-[-z-u-]-k-e-t-a-$	^-m-i-[-cl-k-u-]-w-a-_-s-o-[-n-o-k-o-d-o-m-o-]-o-#-r-i-[-ch-a-]-a-d-o-t-o-#-n-a-[-z-u-k-e-]-t-a-$
BASIC5000_0057	4	5	平板→]@3(imi]zu) | ]@3(umu]to)=同じ | ]@0(a]me)→]@2(ame]ga) | ]@1(fu]ru)→]@3(uru]to) | ]@3(ito]ga)→]@5(oga]ir)	^-m-i-[-m-i-z-u-o-#-f-u-[-m-u-]-t-o-_-a-]-m-e-g-a-#-f-u-]-r-u-t-o-y-u-u-#-h-i-[-t-o-]-g-a-i-r-u-$	^-m-i-[-m-i-]-z-u-o-#-f-u-[-m-u-]-t-o-_-a-[-m-e-]-g-a-#-f-u-[-r-u-]-t-o-y-u-u-#-h-i-[-t-o-g-a-]-i-r-u-$
BASIC5000_0058	6	6	平板→]@3(oshi]ow) | 平板→]@4(eka]ku) | 平板→]@3(aha]oy) | 平板→]@4(obo]ow) | 平板→]@3(ichi]oy) | 平板→]@4(tei]ru)	^-y-o-[-sh-i-o-w-a-_-s-e-[-e-k-a-k-u-w-a-#-h-a-[-h-a-o-y-a-n-i-_-y-o-[-o-b-o-o-w-a-_-ch-i-[-ch-i-o-y-a-n-i-#-n-i-[-t-e-i-r-u-$	^-y-o-[-sh-i-]-o-w-a-_-s-e-[-e-k-a-]-k-u-w-a-#-h-a-[-h-a-]-o-y-a-n-i-_-y-o-[-o-b-o-]-o-w-a-_-ch-i-[-ch-i-]-o-y-a-n-i-#-n-i-[-t-e-i-]-r-u-$
BASIC5000_0059	3	4	]@2(mee]wa)→]@4(ewa]ku) | 平板→]@4(ake]shi) | 平板→]@6(iwa]ke) | ]@6(ase]N)=同じ	^-m-e-[-e-]-w-a-k-u-o-#-o-[-k-a-k-e-sh-i-t-e-#-m-o-[-o-sh-i-w-a-k-e-#-a-[-r-i-m-a-s-e-]-N-$	^-m-e-[-e-w-a-]-k-u-o-#-o-[-k-a-k-e-]-sh-i-t-e-#-m-o-[-o-sh-i-w-a-]-k-e-#-a-[-r-i-m-a-s-e-]-N-$
BASIC5000_0060	5	7	]@1(mi]ro)→]@3(iro]no) | ]@1(bi]in)→]@4(ina]su) | ]@8(dea]clt)→]@4(Nze]Nd) | ]@3(oki]ni)=同じ | ]@1(zo]on)→]@4(oni]wa) | ]@2(ude]mo)=同じ | ]@1(tsu]it)→]@2(tsui]te)	^-m-i-]-r-o-n-o-#-b-i-]-i-n-a-s-u-g-a-#-k-a-[-N-z-e-N-d-e-a-]-cl-t-a-#-t-o-[-k-i-]-n-i-w-a-_-z-o-]-o-n-i-w-a-#-u-[-d-e-]-m-o-#-ts-u-]-i-t-e-i-t-a-$	^-m-i-[-r-o-]-n-o-#-b-i-[-i-n-a-]-s-u-g-a-#-k-a-[-N-z-e-]-N-d-e-a-cl-t-a-#-t-o-[-k-i-]-n-i-w-a-_-z-o-[-o-n-i-]-w-a-#-u-[-d-e-]-m-o-#-ts-u-[-i-]-t-e-i-t-a-$
BASIC5000_0061	3	5	]@1(mi]ru)→]@5(uto]Nn) | 平板→]@3(aku]hi) | ]@1(yo]Nd)=同じ | ]@3(oto]ga)=同じ | ]@4(ima]su)→]@2(ari]ma)	^-m-i-]-r-u-t-o-N-n-o-#-s-a-[-k-u-h-i-N-o-#-y-o-]-N-d-a-#-k-o-[-t-o-]-g-a-#-a-[-r-i-m-a-]-s-u-k-a-?-$	^-m-i-[-r-u-t-o-]-N-n-o-#-s-a-[-k-u-]-h-i-N-o-#-y-o-]-N-d-a-#-k-o-[-t-o-]-g-a-#-a-[-r-i-]-m-a-s-u-k-a-?-$
BASIC5000_0062	3	8	]@1(mi]ra)→]@3(ira]a) | ]@4(Nse]ew)=同じ | ]@2(ana]ta)=同じ | ]@3(iba]ra)→]@5(ara]ku) | ]@1(ma]clt)=同じ | ]@6(ita]it)→]@7(tai]to) | ]@2(omo]clt)=同じ | ]@2(ima]su)=同じ	^-m-i-]-r-a-a-#-s-e-[-N-s-e-]-e-w-a-_-a-[-n-a-]-t-a-n-i-#-sh-i-[-b-a-]-r-a-k-u-#-m-a-]-cl-t-e-#-m-o-[-r-a-i-t-a-]-i-t-o-#-o-[-m-o-]-cl-t-e-#-i-[-m-a-]-s-u-$	^-m-i-[-r-a-]-a-#-s-e-[-N-s-e-]-e-w-a-_-a-[-n-a-]-t-a-n-i-#-sh-i-[-b-a-r-a-]-k-u-#-m-a-]-cl-t-e-#-m-o-[-r-a-i-t-a-i-]-t-o-#-o-[-m-o-]-cl-t-e-#-i-[-m-a-]-s-u-$
BASIC5000_0063	2	2	]@1(myu]uj)→]@4(uji]ka) | ]@1(mi]na)→]@10(ano]de)	^-my-u-]-u-j-i-k-a-r-u-w-a-_-m-i-]-n-a-k-a-cl-t-a-n-o-d-e-s-u-k-a-?-$	^-my-u-[-u-j-i-]-k-a-r-u-w-a-_-m-i-[-n-a-k-a-cl-t-a-n-o-]-d-e-s-u-k-a-?-$
BASIC5000_0064	3	4	]@3(usa]ba)→]@7(ana]ni) | ]@1(mo]clt)=同じ | ]@5(ita]it)→]@6(tai]to) | ]@5(ima]shi)→]@3(moi]ma)	^-k-u-[-s-a-]-b-a-n-a-n-i-ts-u-i-t-e-_-m-o-]-cl-t-o-#-sh-i-[-r-i-t-a-]-i-t-o-#-o-[-m-o-i-m-a-]-sh-i-t-a-$	^-k-u-[-s-a-b-a-n-a-]-n-i-ts-u-i-t-e-_-m-o-]-cl-t-o-#-sh-i-[-r-i-t-a-i-]-t-o-#-o-[-m-o-i-]-m-a-sh-i-t-a-$
BASIC5000_0065	5	6	]@4(ota]Nk)→]@7(Nka]ra) | ]@3(oma]clt)=同じ | ]@2(yuu]no)→]@8(ana]?) | 平板→]@3(iji]Nn) | 平板→]@4(usho]ku) | ]@9(clta]Nd)→]@6(clcha]clt)	^-hy-o-[-o-t-a-]-N-k-a-r-a-#-k-o-[-m-a-]-cl-t-e-#-y-u-[-u-]-n-o-k-a-n-a-?-_-ch-i-[-j-i-N-n-o-sh-o-o-k-a-i-d-e-_-sh-u-[-u-sh-o-k-u-#-k-i-[-m-a-cl-ch-a-cl-t-a-]-N-d-a-y-o-$	^-hy-o-[-o-t-a-N-k-a-]-r-a-#-k-o-[-m-a-]-cl-t-e-#-y-u-[-u-n-o-k-a-n-a-]-?-_-ch-i-[-j-i-]-N-n-o-sh-o-o-k-a-i-d-e-_-sh-u-[-u-sh-o-]-k-u-#-k-i-[-m-a-cl-ch-a-]-cl-t-a-N-d-a-y-o-$
BASIC5000_0066	4	6	]@5(oda]ra)→]@9(ake]no) | ]@2(ashi]de)=同じ | ]@2(ima]o)=同じ | ]@1(do]ta)→]@5(ado]ta) | ]@2(aru]it)→]@3(rui]te) | 平板→]@4(ena]i)	^-d-o-[-r-o-d-a-]-r-a-k-e-n-o-#-a-[-sh-i-]-d-e-_-i-[-m-a-]-o-#-d-o-]-t-a-d-o-t-a-#-a-[-r-u-]-i-t-e-w-a-#-i-[-k-e-n-a-i-$	^-d-o-[-r-o-d-a-r-a-k-e-]-n-o-#-a-[-sh-i-]-d-e-_-i-[-m-a-]-o-#-d-o-[-t-a-d-o-]-t-a-#-a-[-r-u-i-]-t-e-w-a-#-i-[-k-e-n-a-]-i-$
BASIC5000_0067	4	6	平板→]@7(Ngu]ni) | ]@2(ana]o)=同じ | 平板→]@2(ake]te) | ]@3(oto]ni)=同じ | ]@1(sa]id)→]@2(sai]do) | 平板→]@8(ima]su)	^-m-i-[-i-t-i-N-g-u-n-i-#-a-[-n-a-]-o-#-a-[-k-e-t-e-sh-i-m-a-cl-t-a-#-k-o-[-t-o-]-n-i-t-a-i-sh-i-_-s-a-]-i-d-o-_-o-[-w-a-b-i-sh-i-m-a-s-u-$	^-m-i-[-i-t-i-N-g-u-]-n-i-#-a-[-n-a-]-o-#-a-[-k-e-]-t-e-sh-i-m-a-cl-t-a-#-k-o-[-t-o-]-n-i-t-a-i-sh-i-_-s-a-[-i-]-d-o-_-o-[-w-a-b-i-sh-i-m-a-]-s-u-$
BASIC5000_0068	2	4	]@17(iru]no)→]@14(clte]ir) | 平板→]@5(ashi]wa) | ]@1(ma]da)=同じ | ]@5(uke]ga)=同じ	^-h-i-[-n-a-t-a-n-i-s-u-w-a-cl-t-e-i-r-u-]-n-o-n-i-_-w-a-[-t-a-sh-i-w-a-#-m-a-]-d-a-#-s-a-[-m-u-k-e-]-g-a-sh-i-t-a-$	^-h-i-[-n-a-t-a-n-i-s-u-w-a-cl-t-e-]-i-r-u-n-o-n-i-_-w-a-[-t-a-sh-i-]-w-a-#-m-a-]-d-a-#-s-a-[-m-u-k-e-]-g-a-sh-i-t-a-$
BASIC5000_0069	3	5	]@1(mi]Nw)=同じ | ]@3(aku]ya)=同じ | 平板→]@7(achi]ni) | 平板→]@4(Nwa]o) | ]@7(ashi]ta)→]@5(ema]shi)	^-m-i-]-N-w-a-_-s-a-[-k-u-]-y-a-_-t-o-[-m-o-d-a-ch-i-n-i-#-d-e-[-N-w-a-o-#-k-a-[-k-e-m-a-sh-i-]-t-a-$	^-m-i-]-N-w-a-_-s-a-[-k-u-]-y-a-_-t-o-[-m-o-d-a-ch-i-]-n-i-#-d-e-[-N-w-a-]-o-#-k-a-[-k-e-m-a-]-sh-i-t-a-$
BASIC5000_0070	7	8	]@9(nio]it)→]@4(Nse]ki) | ]@1(ku]ru)→]@9(iyo]clt) | 平板→]@2(sai]sho) | 平板→]@10(are]ta) | 平板→]@5(ite]ki) | 平板→]@11(clte]ir) | ]@1(bu]bu)→]@3(ubu]Ng) | ]@3(oki]i)=同じ	^-b-u-[-N-s-e-k-i-n-i-o-]-i-t-e-w-a-_-k-u-]-r-u-ts-u-n-i-y-o-cl-t-e-#-s-a-[-i-sh-o-n-i-#-b-u-[-N-s-e-k-i-s-a-r-e-t-a-_-k-e-[-N-i-t-e-k-i-k-o-o-d-o-o-n-o-#-r-u-[-i-k-e-e-n-i-o-cl-t-e-i-r-u-#-b-u-]-b-u-N-g-a-#-o-[-o-k-i-]-i-$	^-b-u-[-N-s-e-]-k-i-n-i-o-i-t-e-w-a-_-k-u-[-r-u-ts-u-n-i-y-o-]-cl-t-e-#-s-a-[-i-]-sh-o-n-i-#-b-u-[-N-s-e-k-i-s-a-r-e-]-t-a-_-k-e-[-N-i-t-e-]-k-i-k-o-o-d-o-o-n-o-#-r-u-[-i-k-e-e-n-i-o-cl-t-e-]-i-r-u-#-b-u-[-b-u-]-N-g-a-#-o-[-o-k-i-]-i-$
BASIC5000_0071	2	3	]@7(ara]o)→]@3(ayo]na) | ]@4(ana]ke)→]@2(iwa]na) | ]@7(ase]N)=同じ	^-s-a-[-y-o-n-a-r-a-]-o-#-i-[-w-a-n-a-]-k-e-r-e-b-a-#-n-a-[-r-i-m-a-s-e-]-N-$	^-s-a-[-y-o-]-n-a-r-a-o-#-i-[-w-a-]-n-a-k-e-r-e-b-a-#-n-a-[-r-i-m-a-s-e-]-N-$
BASIC5000_0072	5	5	]@1(sa]ra)→]@3(ara]ni) | ]@9(ami]ru)→]@5(oka]ra) | ]@1(ma]eb)→]@4(eba]wa) | ]@1(de]clp)→]@11(ota]in) | ]@4(ima]su)→]@2(ari]ma)	^-s-a-]-r-a-n-i-_-y-o-[-k-o-k-a-r-a-m-i-]-r-u-t-o-_-m-a-]-e-b-a-w-a-#-d-e-]-cl-p-a-n-o-j-o-o-t-a-i-n-i-#-a-[-r-i-m-a-]-s-u-$	^-s-a-[-r-a-]-n-i-_-y-o-[-k-o-k-a-]-r-a-m-i-r-u-t-o-_-m-a-[-e-b-a-]-w-a-#-d-e-[-cl-p-a-n-o-j-o-o-t-a-]-i-n-i-#-a-[-r-i-]-m-a-s-u-$
BASIC5000_0073	5	7	]@7(ena]ku)→]@3(ari]ge) | ]@3(ato]i)=同じ | ]@3(ono]ko)→]@5(oko]ni) | 平板→]@4(atsu]na) | ]@3(oto]wa)=同じ | 平板→]@3(ote]mo) | 平板→]@1(ie]na)	^-s-a-[-r-i-g-e-n-a-]-k-u-#-s-a-[-t-o-]-i-#-k-o-[-n-o-]-k-o-n-i-w-a-_-u-[-k-a-ts-u-n-a-#-k-o-[-t-o-]-w-a-#-t-o-[-t-e-m-o-#-i-[-e-n-a-i-$	^-s-a-[-r-i-]-g-e-n-a-k-u-#-s-a-[-t-o-]-i-#-k-o-[-n-o-k-o-]-n-i-w-a-_-u-[-k-a-ts-u-]-n-a-#-k-o-[-t-o-]-w-a-#-t-o-[-t-e-]-m-o-#-i-[-e-]-n-a-i-$
BASIC5000_0074	5	6	]@4(oda]Nn)→]@7(Nni]shi) | ]@1(kyo]of)→]@2(kyoo]fu) | ]@7(ishi]ro)→]@3(ara]ni) | 平板→]@4(clshi]te) | ]@0(u]so)→]@2(uso]o) | ]@2(yuu]na)=同じ	^-j-o-[-o-d-a-]-N-n-i-sh-i-r-o-_-ky-o-]-o-f-u-#-k-a-[-r-a-n-i-sh-i-]-r-o-_-k-e-[-cl-sh-i-t-e-#-u-]-s-o-o-#-y-u-[-u-]-n-a-$	^-j-o-[-o-d-a-N-n-i-]-sh-i-r-o-_-ky-o-[-o-]-f-u-#-k-a-[-r-a-]-n-i-sh-i-r-o-_-k-e-[-cl-sh-i-]-t-e-#-u-[-s-o-]-o-#-y-u-[-u-]-n-a-$
BASIC5000_0075	5	6	]@3(amo]na)→]@5(ona]it) | 平板→]@5(ure]no) | ]@1(ma]en)→]@2(mae]ni) | 平板→]@3(oko]ni) | ]@3(uke]na)→]@5(ena]i) | ]@3(esho]o)=同じ	^-s-a-[-m-o-]-n-a-i-t-o-_-h-i-[-g-u-r-e-n-o-#-m-a-]-e-n-i-#-s-o-[-k-o-n-i-#-ts-u-[-k-e-]-n-a-i-#-d-e-[-sh-o-]-o-$	^-s-a-[-m-o-n-a-]-i-t-o-_-h-i-[-g-u-r-e-]-n-o-#-m-a-[-e-]-n-i-#-s-o-[-k-o-]-n-i-#-ts-u-[-k-e-n-a-]-i-#-d-e-[-sh-o-]-o-$
